,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Id,Age,Geo,Gender,Language_Spoken,Language_Used,Education,Employed,Occupation,HH_Income,Ethnic_Background,Labels,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,label1,combination,total,label1x,label2x,label3x,label4x,label5x,label6x,label7x,label8x,label9x,label10x,label11x,label12x,total_per,bestlabelx1,bestlabelx2,bestlabelx3,bestlabel1,bestlabel2,bestlabel3,melhores
1058,1058,1058,5594,5594,,5939,65-69,Alberta,Male,English,English,Bachelors Degrees,Not Employed,Other,,,,0.9333333333333332,0.0,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.0-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,4,0.0,0.25,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label5x,label2x,,4,1,0,0.75
1059,1059,1059,5596,5596,,5941,60-64,Quebec,Female,English,French,High School Graduation Certificate,Not Employed,Other,,,,0.8666666666666667,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.5,0.5,0.1111111111111111,0,1.0,,0.8666666666666667-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.5-0.5-0.1111111111111111-0-1.0,6,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0005,label8x,label5x,,7,4,0,1.0
1060,1060,1060,5597,5597,,5942,45-49,Alberta,Female,English,French,High School Graduation Certificate,Not Employed,Other,,,,0.6666666666666666,0.0,1,0.2352941176470588,0.29411764705882354,0.5,0.5,0.1111111111111111,0,1.0,,0.6666666666666666-0.0-1-0.2352941176470588-0.29411764705882354-0.5-0.5-0.1111111111111111-0-1.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00125,label9x,,,8,0,0,1.0
1062,1062,1062,5601,5601,,5946,25-29,Ontario,Female,French,English,Univ Cert/Dipl Below Bachelor Level,Part-Time,Other,,,,0.4,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.0,1.0,0.1111111111111111,0,1.0,,0.4-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.0-1.0-0.1111111111111111-0-1.0,5,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0004166666666666667,label7x,label5x,,6,4,0,1.0
1063,1063,1063,5602,5602,,5947,70+,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Senior Managers/Owners,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.5555555555555556,0,1.0,,1.0-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.5555555555555556-0-1.0,5,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0004166666666666667,label7x,label5x,,6,4,0,0.8
1064,1064,1064,5603,5603,,5948,25-29,British Columbia,Male,English,English,High School Graduation Certificate,Full-Time,Other Managers,,,,0.4,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.2222222222222222,0,0.6923076923076923,,0.4-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.2222222222222222-0-0.6923076923076923,9,0.1111111111111111,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.00075,label8x,label5x,label1x,7,4,0,0.8888888888888888
1067,1067,1067,5623,5623,,5971,65-69,Ontario,Male,English,English,Bachelors Degrees,Full-Time,Other,,,,0.9333333333333332,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,5,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004166666666666667,label5x,label3x,,4,2,0,1.0
1068,1068,1068,5625,5625,,5974,70+,Alberta,Male,French,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,1.0,0.0,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,1.0-0.0-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label1x,,,0,0,0,0.5
1070,1070,1070,5628,5628,,5977,15-17,Ontario,Male,English,French,Elementary School Graduation Cert,Not Employed,Other,,,,0.06666666666666668,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.4,0.5,0.1111111111111111,0,1.0,,0.06666666666666668-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.4-0.5-0.1111111111111111-0-1.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.8823529411764706,0.0,0.0014166666666666668,label11x,label7x,,10,6,0,1.0
1071,1071,1071,5642,5642,,5991,60-64,Alberta,Male,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.8666666666666667,0.0,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.8666666666666667-0.0-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,4,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label7x,label1x,,6,0,0,1.0
1072,1072,1072,5653,5653,,6004,65-69,British Columbia,Female,English,English,High School Graduation Certificate,Not Employed,Clerical/Secretarial,,,,0.9333333333333332,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.0,0,1.0,,0.9333333333333332-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.0-0-1.0,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0005,label8x,label1x,,7,0,0,0.8333333333333333
1073,1073,1073,5665,5665,,6018,30-34,Ontario,Female,French,French,High School Graduation Certificate,Full-Time,Clerical/Secretarial,,,,0.4666666666666667,0.6666666666666666,1,0.29411764705882354,0.29411764705882354,0.5,0.0,0.0,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.29411764705882354-0.29411764705882354-0.5-0.0-0.0-0-1.0,3,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,label1x,label2x,,0,1,0,1.0
1074,1074,1074,5669,5669,,6022,65-69,Quebec,Female,English,French,Bachelors Degrees,Not Employed,Other,,,,0.9333333333333332,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.0,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.0-0.5-0.1111111111111111-0-1.0,2,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label2x,,,1,0,0,0.5
1075,1075,1075,5674,5674,,6027,60-64,Ontario,Male,French,English,Trade Certificate/Diploma,Not Employed,Skilled,,,,0.8666666666666667,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.8,0.5,0.7777777777777778,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.8-0.5-0.7777777777777778-0-1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004166666666666667,label8x,,,7,0,0,1.0
1078,1078,1078,5692,5692,,6046,45-49,Quebec,Male,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.6666666666666666,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label2x,,,1,0,0,1.0
1079,1079,1079,5699,5699,,6053,70+,Ontario,Male,French,French,Other Certificate/Diploma Not Univ,Full-Time,Unskilled,,,,1.0,0.6666666666666666,0,0.29411764705882354,0.29411764705882354,0.0,0.0,1.0,0,1.0,,1.0-0.6666666666666666-0-0.29411764705882354-0.29411764705882354-0.0-0.0-1.0-0-1.0,7,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0005833333333333334,label6x,label2x,,5,1,0,0.8571428571428572
1080,1080,1080,5705,5705,,6060,45-49,Ontario,Male,Spanish,French,High School Graduation Certificate,Full-Time,Other,,,,0.6666666666666666,0.6666666666666666,0,0.8823529411764706,0.29411764705882354,0.5,0.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-0-0.8823529411764706-0.29411764705882354-0.5-0.0-0.1111111111111111-0-1.0,27,0.037037037037037035,0.07407407407407407,0.14814814814814814,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.5185185185185185,0.00225,label12x,label3x,label4x,11,2,3,0.7777777777777777
1083,1083,1083,5724,5724,,6079,35-39,Quebec,Male,French,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.5333333333333333,0.8888888888888888,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.5333333333333333-0.8888888888888888-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label6x,,,5,0,0,1.0
1086,1086,1086,5753,5753,,6112,50-54,Ontario,Female,English,French,High School Graduation Certificate,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.5,0.5,0.8888888888888888,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.5-0.5-0.8888888888888888-0-1.0,6,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0005,label8x,label2x,,7,1,0,1.0
1087,1087,1087,5754,5754,,6113,45-49,British Columbia,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,0.6666666666666666,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.8888888888888888,0,1.0,,0.6666666666666666-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.8888888888888888-0-1.0,7,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0005833333333333334,label6x,label1x,label4x,5,0,3,1.0
1088,1088,1088,5770,5770,,6130,45-49,Quebec,Male,English,English,High School Graduation Certificate,Not Employed,Unskilled,,,,0.6666666666666666,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.5,1.0,0,1.0,,0.6666666666666666-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.5-1.0-0-1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label3x,,,2,0,0,1.0
1089,1089,1089,5786,5786,,6152,45-49,Alberta,Female,English,English,Trade Certificate/Diploma,Full-Time,Other,,,,0.6666666666666666,0.0,1,0.2352941176470588,0.2352941176470588,0.8,0.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.0-1-0.2352941176470588-0.2352941176470588-0.8-0.0-0.1111111111111111-0-1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label1x,,,0,0,0,1.0
1090,1090,1090,5787,5787,,6153,45-49,Ontario,Female,English,French,High School Graduation Certificate,Full-Time,Other,,,,0.6666666666666666,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.5,0.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.5-0.0-0.1111111111111111-0-1.0,5,0.0,0.2,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0004166666666666667,label5x,label2x,,4,1,0,0.6000000000000001
1091,1091,1091,5795,5795,,6163,55-59,Saskatchewan,Female,English,French,High School Graduation Certificate,Not Employed,Other,,,,0.8,1.0,1,0.2352941176470588,0.29411764705882354,0.5,0.5,0.1111111111111111,0,1.0,,0.8-1.0-1-0.2352941176470588-0.29411764705882354-0.5-0.5-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label4x,,,3,0,0,1.0
1092,1092,1092,5803,5803,,6171,35-39,Ontario,Male,English,English,Other Certificate/Diploma Not Univ,Not Employed,Clerical/Secretarial,,,,0.5333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.0,0,1.0,,0.5333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.0-0-1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label6x,,,5,0,0,1.0
1093,1093,1093,5808,5808,,6177,50-54,Ontario,Female,English,French,Univ Cert/Dipl Below Bachelor Level,Full-Time,Other,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.0,0.0,0.1111111111111111,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.0-0.0-0.1111111111111111-0-1.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,label3x,,,2,0,0,1.0
1094,1094,1094,5816,5816,,6185,65-69,Alberta,Male,French,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.9333333333333332,0.0,0,0.29411764705882354,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.0-0-0.29411764705882354-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label1x,,,0,0,0,1.0
1095,1095,1095,5821,5821,,6191,50-54,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,0.6153846153846154,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-0.6153846153846154,13,0.0,0.3076923076923077,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.0010833333333333333,label10x,label2x,,9,1,0,0.6923076923076923
1096,1096,1096,5822,5822,,6192,30-34,Ontario,Male,English,French,Other Certificate/Diploma Not Univ,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.4666666666666667,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.0,0.0,0.8888888888888888,0,1.0,,0.4666666666666667-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.0-0.0-0.8888888888888888-0-1.0,6,0.3333333333333333,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,label3x,label1x,label5x,2,0,4,0.9999999999999999
1097,1097,1097,5827,5827,,6199,30-34,Ontario,Male,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.4666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,0.0,,0.4666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-0.0,23,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.21739130434782608,0.043478260869565216,0.0,0.6521739130434783,0.0,0.0,0.0,0.0019166666666666666,label9x,label6x,label2x,8,5,1,0.9130434782608695
1098,1098,1098,5835,5835,,6207,20-21,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Professionals,,,,0.26666666666666666,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.4444444444444444,0,1.0,,0.26666666666666666-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.4444444444444444-0-1.0,3,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,label6x,label3x,,5,2,0,1.0
1101,1101,1101,5865,5865,,6241,35-39,Ontario,Female,Other,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.5333333333333333,0.6666666666666666,1,0.7058823529411765,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.5333333333333333-0.6666666666666666-1-0.7058823529411765-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,17,0.058823529411764705,0.0,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0014166666666666668,label8x,label3x,label4x,7,2,3,0.7058823529411765
1102,1102,1102,5868,5868,,6244,65-69,Ontario,Male,English,English,High School Graduation Certificate,Not Employed,Unskilled,,,,0.9333333333333332,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.5,1.0,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.5-1.0-0-1.0,5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0004166666666666667,label10x,label4x,,9,3,0,1.0
1103,1103,1103,5869,5869,,6245,70+,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Clerical/Secretarial,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.0,0,1.0,,1.0-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.0-0-1.0,3,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,label5x,label1x,,4,0,0,1.0
1104,1104,1104,5885,5885,,6264,70+,Ontario,Female,English,French,Elementary School Graduation Cert,Full-Time,Other,,,,1.0,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.4,0.0,0.1111111111111111,0,1.0,,1.0-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.4-0.0-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label6x,,,5,0,0,1.0
1105,1105,1105,5890,5890,,6269,35-39,British Columbia,Female,French,English,High School Graduation Certificate,Not Employed,Other,,,,0.5333333333333333,0.1111111111111111,1,0.29411764705882354,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.5333333333333333-0.1111111111111111-1-0.29411764705882354-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,13,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0010833333333333333,label12x,label3x,,11,2,0,1.0
1106,1106,1106,5892,5892,,6271,55-59,Alberta,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.8,0.0,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,0.0,,0.8-0.0-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-0.0,122,0.10655737704918032,0.09016393442622951,0.07377049180327869,0.04918032786885246,0.05737704918032787,0.12295081967213115,0.05737704918032787,0.05737704918032787,0.3442622950819672,0.040983606557377046,0.0,0.0,0.010166666666666666,label9x,label6x,label1x,8,5,0,0.5737704918032787
1108,1108,1108,5912,5912,,6292,35-39,Ontario,Male,Other,English,High School Graduation Certificate,Full-Time,Other Managers,,,,0.5333333333333333,0.6666666666666666,0,0.7058823529411765,0.2352941176470588,0.5,0.0,0.2222222222222222,0,1.0,,0.5333333333333333-0.6666666666666666-0-0.7058823529411765-0.2352941176470588-0.5-0.0-0.2222222222222222-0-1.0,41,0.0975609756097561,0.0,0.12195121951219512,0.07317073170731707,0.024390243902439025,0.04878048780487805,0.17073170731707318,0.0,0.0,0.0,0.4634146341463415,0.0,0.003416666666666667,label11x,label7x,label3x,10,6,2,0.7560975609756098
1111,1111,1111,5938,5938,,6319,50-54,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Clerical/Secretarial,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.0,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.0-0-1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label5x,,,4,0,0,1.0
1114,1114,1114,5953,5953,,6336,60-64,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Clerical/Secretarial,,,,0.8666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.0,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.0-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label4x,,,3,0,0,1.0
1116,1116,1116,5984,5984,,6369,60-64,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Other Managers,,,,0.8666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.2222222222222222,0,1.0,,0.8666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.2222222222222222-0-1.0,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label1x,,,0,0,0,0.5
1117,1117,1117,5989,5989,,6374,70+,Quebec,Female,English,French,Other Certificate/Diploma Not Univ,Part-Time,Other,,,,1.0,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.0,1.0,0.1111111111111111,0,1.0,,1.0-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.0-1.0-0.1111111111111111-0-1.0,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label1x,,,0,0,0,0.5
1118,1118,1118,5995,5995,,6381,50-54,Quebec,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.7333333333333333,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.7333333333333333-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label2x,,,1,0,0,1.0
1119,1119,1119,6002,6002,,6389,45-49,Manitoba,Female,English,English,High School Graduation Certificate,Not Employed,Other Managers,,,,0.6666666666666666,0.2222222222222222,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.2222222222222222,0,1.0,,0.6666666666666666-0.2222222222222222-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.2222222222222222-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label1x,,,0,0,0,1.0
1120,1120,1120,6003,6003,,6390,65-69,British Columbia,Female,English,French,High School Graduation Certificate,Full-Time,Other,,,,0.9333333333333332,0.1111111111111111,1,0.2352941176470588,0.29411764705882354,0.5,0.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.1111111111111111-1-0.2352941176470588-0.29411764705882354-0.5-0.0-0.1111111111111111-0-1.0,18,0.1111111111111111,0.0,0.0,0.05555555555555555,0.0,0.4444444444444444,0.2777777777777778,0.0,0.0,0.1111111111111111,0.0,0.0,0.0015,label6x,label7x,label1x,5,6,0,0.8333333333333333
1121,1121,1121,6005,6005,,6392,50-54,Alberta,Female,English,English,High School Graduation Certificate,Full-Time,Professionals,,,,0.7333333333333333,0.0,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.4444444444444444,0,1.0,,0.7333333333333333-0.0-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.4444444444444444-0-1.0,9,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.00075,label10x,label3x,label1x,9,2,0,0.7777777777777777
1122,1122,1122,6012,6012,,6401,22-24,Alberta,Female,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.3333333333333333,0.0,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.3333333333333333-0.0-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,20,0.1,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0016666666666666668,label9x,label5x,label1x,8,4,0,0.95
