Id,Age,Geo,Gender,Language_Spoken,Language_Used,Education,Employed,Occupation,HH_Income,Ethnic_Background,Labels
9157,65-69,Ontario,Female,English,English,Elementary School Graduation Cert,Full-Time,Professionals,$75000-$99999,Other,Burgers_Burger Past 30 1-2
9158,70+,Alberta,Male,English,English,Elementary School Graduation Cert,Not Employed,Other,$150000-$199999,White,Burgers_Burger Past 30 1-2
9159,70+,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Technical/Sales/Teaching/Other White Collar,Under $25000,White,Burgers_Burger Past 30 1-2
9160,50-54,Manitoba,Male,English,English,High School Graduation Certificate,Part-Time,Other Managers,$75000-$99999,White,Chicken_Chicken Past 30 1-2
9161,55-59,Alberta,Female,English,English,Elementary School Graduation Cert,Part-Time,Other Managers,$60000-$74999,White,Burgers_Burger Past 30 1-2
9162,70+,British Columbia,Male,English,English,Bachelors Degrees,Full-Time,Other,$25000-$34999,White,Burgers_Burger Past 30 1-2
9163,35-39,Quebec,Male,Other,English,Trade Certificate/Diploma,Part-Time,Primary,Under $25000,White,Burgers_Burger past 30 3-4
9164,40-44,Alberta,Female,Chinese - Mandarin,English,Trade Certificate/Diploma,Part-Time,Other,$75000-$99999,White,Burgers_Burger Past 30 1-2
9165,30-34,Quebec,Female,French,English,High School Graduation Certificate,Full-Time,Other Managers,$60000-$74999,White,Chicken_Chicken Past 30 1-2
9166,25-29,Ontario,Female,English,English,Bachelors Degrees,Full-Time,Technical/Sales/Teaching/Other White Collar,$60000-$74999,White,Popeye (Less) 1-2
9167,30-34,Quebec,Male,English,English,Elementary School Graduation Cert,Not Employed,Other,$150000-$199999,Aboriginal,Burgers_Burger past 30 3-4
9168,22-24,Ontario,Female,French,English,High School Graduation Certificate,Not Employed,Other,$75000-$99999,White,Burgers_Burger Past 30 1-2
9169,50-54,New Brunswick,Male,German,English,High School Graduation Certificate,Not Employed,Other Managers,$100000-$124999,White,Burgers_Burger Past 30 1-2
9170,70+,New Brunswick,Male,Indian-Punjabi,English,High School Graduation Certificate,Part-Time,Unskilled,Under $25000,South Asian (East Indian Pakistani),Burgers_Burger past 30 3-4
9171,60-64,Manitoba,Female,English,Other,High School Graduation Certificate,Not Employed,Other,$40000-$49999,Aboriginal,Burgers_Burger Past 30 1-2
9172,35-39,British Columbia,Female,French,English,High School Graduation Certificate,Not Employed,Unskilled,$75000-$99999,White,Burgers_Burger Past 30 1-2
9173,50-54,British Columbia,Female,English,English,High School Graduation Certificate,Not Employed,Other,$40000-$49999,White,Chicken_Chicken Past 30 1-2
9174,45-49,Ontario,Female,Other,French,High School Graduation Certificate,Not Employed,Professionals,$150000-$199999,White,Chicken_Chicken Past 30 1-2
9175,30-34,British Columbia,Male,French,French,High School Graduation Certificate,Not Employed,Technical/Sales/Teaching/Other White Collar,$35000-$39999,White,Burgers_Burger Past 30 1-2
9176,19 Years,Quebec,Male,English,Portuguese,Elementary School Graduation Cert,Not Employed,Clerical/Secretarial,$35000-$39999,White,Burgers_Burger Past 30 1-2
9177,35-39,Ontario,Female,French,English,Trade Certificate/Diploma,Full-Time,Other,$75000-$99999,White,Chicken_Chicken Past 30 1-2
9178,25-29,British Columbia,Female,French,English,Bachelors Degrees,Not Employed,Other Managers,$35000-$39999,Black,Burgers_Burger Past 30 1-2
9179,70+,Ontario,Female,English,English,Elementary School Graduation Cert,Full-Time,Other,$50000-$59999,White,Burgers_Burger past 30 3-4
9180,30-34,Ontario,Male,English,English,Bachelors Degrees,Full-Time,Other Managers,$150000-$199999,White,Burgers_Burger Past 30 1-2
9181,60-64,Quebec,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Senior Managers/Owners,$100000-$124999,White,Burgers_Burger Past 30 1-2
9182,45-49,Quebec,Female,Other,English,Elementary School Graduation Cert,Full-Time,Other,Under $25000,White,Burgers_Burger past 30 3-4
9183,30-34,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Other,$25000-$34999,White,Burgers_Burger past 30 3-4
9184,30-34,British Columbia,Male,French,English,High School Graduation Certificate,Full-Time,Other,Under $25000,South Asian (East Indian Pakistani),Chicken_Chicken Past 30 1-2
9185,30-34,Quebec,Female,English,Indian-Hindi,Other Certificate/Diploma Not Univ,Not Employed,Other Managers,$40000-$49999,White,Chicken_Chicken Past 30 1-2
9186,55-59,Ontario,Female,French,English,High School Graduation Certificate,Not Employed,Other,$75000-$99999,White,Chicken_Chicken Past 30 1-2
9187,55-59,Alberta,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Clerical/Secretarial,Under $25000,Black,Burgers_Burger past 30 3-4
9188,25-29,Ontario,Male,English,English,Elementary School Graduation Cert,Not Employed,Other,$50000-$59999,White,Burgers_Burger past 30 3-4
9189,30-34,Quebec,Male,English,Chinese - Mandarin,Elementary School Graduation Cert,Full-Time,Other,$40000-$49999,Chinese,Chicken_Chicken past 30 3-4
9190,65-69,Manitoba,Female,German,French,High School Graduation Certificate,Full-Time,Other Managers,$50000-$59999,White,Chicken_Chicken past 30 3-4
9191,40-44,Quebec,Male,French,English,High School Graduation Certificate,Not Employed,Professionals,Under $25000,White,Burgers_Burger Past 30 5+
9192,45-49,Ontario,Male,English,French,Other Certificate/Diploma Not Univ,Not Employed,Other Managers,$100000-$124999,Japanese,Popeye (Less) 3-4
9193,22-24,Quebec,Male,German,English,Elementary School Graduation Cert,Part-Time,Technical/Sales/Teaching/Other White Collar,$150000-$199999,White,Burgers_Burger past 30 3-4
9194,50-54,Prince Edward Island,Male,English,English,Elementary School Graduation Cert,Full-Time,Unskilled,$100000-$124999,White,Burgers_Burger Past 30 1-2
9195,30-34,Ontario,Male,English,English,High School Graduation Certificate,Part-Time,Clerical/Secretarial,$40000-$49999,White,Chicken_Chicken Past 30 1-2
9196,30-34,Ontario,Male,English,English,Trade Certificate/Diploma,Full-Time,Professionals,$25000-$34999,White,Popeye (Less) 1-2
9197,50-54,Ontario,Female,French,English,High School Graduation Certificate,Not Employed,Senior Managers/Owners,$40000-$49999,White,Chicken_Chicken Past 30 1-2
9198,18 Years,Quebec,Male,Other,Arabic,Bachelors Degrees,Part-Time,Other,$100000-$124999,White,Burgers_Burger Past 30 1-2
9199,60-64,Quebec,Male,English,English,Masters Degrees,Full-Time,Other,Under $25000,Other,Chicken_Chicken past 30 3-4
9200,70+,British Columbia,Female,French,English,Other Certificate/Diploma Not Univ,Full-Time,Other,$60000-$74999,White,Burgers_Burger Past 30 1-2
9201,40-44,Ontario,Female,English,English,Trade Certificate/Diploma,Full-Time,Other,$100000-$124999,White,Popeye (Less) 1-2
9202,65-69,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Professionals,$60000-$74999,Aboriginal,Chicken_Chicken Past 30 1-2
9203,22-24,Nova Scotia,Male,Other,English,Elementary School Graduation Cert,Not Employed,Other,$75000-$99999,White,Popeye (Less) 1-2
9204,60-64,Ontario,Female,English,French,Univ Cert/Dipl Above Bachelor Level,Part-Time,Clerical/Secretarial,$40000-$49999,White,Burgers_Burger Past 30 1-2
9205,60-64,Ontario,Female,German,Chinese-Cantonese,High School Graduation Certificate,Full-Time,Other Managers,$100000-$124999,Filipino,Chicken_Chicken Past 30 1-2
9206,35-39,Quebec,Female,English,English,Bachelors Degrees,Full-Time,Technical/Sales/Teaching/Other White Collar,$125000-$149999,Black,Burgers_Burger Past 30 1-2
9207,45-49,Quebec,Male,Arabic,English,High School Graduation Certificate,Not Employed,Other Managers,$150000-$199999,Arab,Burgers_Burger past 30 3-4
9208,40-44,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Clerical/Secretarial,$75000-$99999,Chinese,Burgers_Burger Past 30 1-2
9209,40-44,Ontario,Female,French,English,High School Graduation Certificate,Not Employed,Other,Under $25000,Chinese,Chicken_Chicken Past 30 1-2
9210,45-49,Manitoba,Male,French,English,Bachelors Degrees,Full-Time,Unskilled,$200000 Or Over,White,Burgers_Burger Past 30 1-2
9211,55-59,Quebec,Female,Arabic,French,High School Graduation Certificate,Part-Time,Other,$25000-$34999,White,Chicken_Chicken Past 30 1-2
9212,65-69,Ontario,Male,French,Indian-Punjabi,Bachelors Degrees,Full-Time,Other,$100000-$124999,White,Chicken_Chicken Past 30 1-2
9213,50-54,Ontario,Female,Spanish,French,Other Certificate/Diploma Not Univ,Full-Time,Senior Managers/Owners,$200000 Or Over,White,Burgers_Burger past 30 3-4
9214,45-49,Alberta,Male,French,French,Trade Certificate/Diploma,Not Employed,Unskilled,$75000-$99999,White,Chicken_Chicken Past 30 1-2
9215,30-34,Ontario,Male,French,English,High School Graduation Certificate,Full-Time,Other,$50000-$59999,Black,Burgers_Burger Past 30 1-2
9216,25-29,British Columbia,Male,English,English,High School Graduation Certificate,Full-Time,Other Managers,$50000-$59999,White,Chicken_Chicken Past 30 1-2
9217,25-29,Quebec,Female,Chinese - Mandarin,English,High School Graduation Certificate,Part-Time,Professionals,$125000-$149999,White,Chicken_Chicken Past 30 1-2
9218,70+,British Columbia,Male,English,French,Other Certificate/Diploma Not Univ,Not Employed,Other Managers,$25000-$34999,White,Chicken_Chicken past 30 3-4
9219,50-54,Alberta,Male,French,English,High School Graduation Certificate,Full-Time,Professionals,$50000-$59999,White,Chicken_Chicken Past 30 1-2
9220,70+,Alberta,Female,English,Arabic,Other Certificate/Diploma Not Univ,Not Employed,Other,$125000-$149999,White,Burgers_Burger Past 30 1-2
9221,40-44,Alberta,Male,French,English,Elementary School Graduation Cert,Full-Time,Other,$60000-$74999,Not Stated,Burgers_Burger Past 30 1-2
9222,40-44,Quebec,Male,Arabic,English,High School Graduation Certificate,Full-Time,Professionals,$35000-$39999,White,Burgers_Burger Past 30 1-2
9223,55-59,Alberta,Female,Spanish,English,Earned Doctorate,Part-Time,Other,$200000 Or Over,White,Popeye (Less) 1-2
9224,55-59,Quebec,Male,French,English,Other Certificate/Diploma Not Univ,Not Employed,Clerical/Secretarial,Under $25000,White,Burgers_Burger Past 30 1-2
9225,65-69,Manitoba,Female,English,English,None,Not Employed,Other Managers,$75000-$99999,White,Chicken_Chicken past 30 3-4
9226,19 Years,British Columbia,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Clerical/Secretarial,Under $25000,White,Chicken_Chicken Past 30 1-2
9227,40-44,Quebec,Female,English,English,Trade Certificate/Diploma,Full-Time,Skilled,Under $25000,White,Burgers_Burger Past 30 5+
9228,30-34,Ontario,Female,Chinese-Cantonese,French,Elementary School Graduation Cert,Not Employed,Other Managers,$200000 Or Over,White,Burgers_Burger Past 30 1-2
9229,45-49,Quebec,Male,French,English,Other Certificate/Diploma Not Univ,Not Employed,Other,$60000-$74999,Aboriginal,Burgers_Burger Past 30 1-2
9230,40-44,Alberta,Female,English,English,High School Graduation Certificate,Full-Time,Other,$75000-$99999,White,Chicken_Chicken Past 30 1-2
9231,40-44,Quebec,Male,English,English,Other Certificate/Diploma Not Univ,Not Employed,Clerical/Secretarial,$25000-$34999,Latin/Central and South American,Burgers_Burger Past 30 1-2
9232,60-64,British Columbia,Female,English,English,Bachelors Degrees,Full-Time,Other,$125000-$149999,White,Chicken_Chicken Past 30 1-2
9233,14 Years,Quebec,Male,French,English,High School Graduation Certificate,Not Employed,Primary,$200000 Or Over,South Asian (East Indian Pakistani),Chicken_Chicken Past 30 1-2
9234,30-34,Nova Scotia,Male,English,French,Trade Certificate/Diploma,Not Employed,Skilled,$60000-$74999,White,Chicken_Chicken Past 30 1-2
9235,25-29,Ontario,Male,French,French,Univ Cert/Dipl Above Bachelor Level,Full-Time,Other,$25000-$34999,White,Chicken_Chicken Past 30 1-2
9236,70+,Quebec,Male,English,French,Elementary School Graduation Cert,Full-Time,Skilled,$25000-$34999,Latin/Central and South American,Chicken_Chicken Past 30 1-2
9237,40-44,Nova Scotia,Female,Other,French,Earned Doctorate,Full-Time,Other,$150000-$199999,White,Chicken_Chicken Past 30 1-2
9238,40-44,Saskatchewan,Female,French,English,High School Graduation Certificate,Not Employed,Other Managers,$200000 Or Over,White,Burgers_Burger Past 30 1-2
9239,45-49,Ontario,Male,Other,English,Elementary School Graduation Cert,Not Employed,Other Managers,$100000-$124999,White,Burgers_Burger Past 30 1-2
9240,45-49,Ontario,Female,Indian-Other,English,Other Certificate/Diploma Not Univ,Not Employed,Other,$125000-$149999,West Asian (Afghan Iranian etc),Burgers_Burger Past 30 1-2
9241,65-69,Ontario,Male,French,French,Univ Cert/Dipl Above Bachelor Level,Full-Time,Other,Under $25000,White,Chicken_Chicken Past 30 5+
9242,40-44,Alberta,Male,Other,English,Masters Degrees,Full-Time,Other,$100000-$124999,South Asian (East Indian Pakistani),Burgers_Burger Past 30 1-2
9243,15-17,Ontario,Female,English,English,Elementary School Graduation Cert,Part-Time,Other Managers,$75000-$99999,South Asian (East Indian Pakistani),Burgers_Burger Past 30 5+
9244,65-69,Alberta,Male,English,English,High School Graduation Certificate,Part-Time,Other,$35000-$39999,White,Chicken_Chicken past 30 3-4
9245,25-29,Nova Scotia,Male,Indian-Punjabi,English,Bachelors Degrees,Full-Time,Technical/Sales/Teaching/Other White Collar,$200000 Or Over,White,Chicken_Chicken Past 30 1-2
9246,60-64,Quebec,Male,English,French,High School Graduation Certificate,Full-Time,Senior Managers/Owners,$25000-$34999,White,Burgers_Burger past 30 3-4
9247,40-44,British Columbia,Male,English,English,Trade Certificate/Diploma,Full-Time,Senior Managers/Owners,$150000-$199999,White,Chicken_Chicken past 30 3-4
9248,22-24,Ontario,Female,English,Other,Bachelors Degrees,Full-Time,Other,$200000 Or Over,Japanese,Burgers_Burger Past 30 1-2
9249,70+,Ontario,Male,French,English,Bachelors Degrees,Full-Time,Other Managers,$200000 Or Over,White,Burgers_Burger Past 30 1-2
9250,60-64,Ontario,Male,Other,Arabic,High School Graduation Certificate,Part-Time,Other Managers,$100000-$124999,White,Chicken_Chicken Past 30 1-2
9251,65-69,Alberta,Male,English,English,None,Not Employed,Other,$60000-$74999,White,Chicken_Chicken Past 30 1-2
9252,70+,Alberta,Female,Other,English,Elementary School Graduation Cert,Part-Time,Other,$75000-$99999,White,Burgers_Burger Past 30 1-2
9253,25-29,Nova Scotia,Female,French,French,Elementary School Graduation Cert,Not Employed,Other,$75000-$99999,White,Chicken_Chicken Past 30 1-2
9254,30-34,Manitoba,Female,English,English,Trade Certificate/Diploma,Not Employed,Other,$200000 Or Over,South Asian (East Indian Pakistani),Burgers_Burger past 30 3-4
9255,55-59,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Other Managers,$25000-$34999,White,Chicken_Chicken Past 30 1-2
9256,30-34,Quebec,Female,English,English,Bachelors Degrees,Full-Time,Technical/Sales/Teaching/Other White Collar,$200000 Or Over,White,Popeye (Less) 1-2
9257,60-64,Quebec,Female,English,English,None,Full-Time,Other Managers,$50000-$59999,White,Burgers_Burger Past 30 1-2
9258,18 Years,Quebec,Male,English,English,Trade Certificate/Diploma,Full-Time,Other,$40000-$49999,White,Burgers_Burger Past 30 1-2
9259,50-54,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Other Managers,$100000-$124999,White,Burgers_Burger Past 30 1-2
9260,70+,Nova Scotia,Female,Vietnamese,English,Trade Certificate/Diploma,Not Employed,Skilled,$40000-$49999,White,Chicken_Chicken Past 30 1-2
9261,20-21,Ontario,Female,English,French,High School Graduation Certificate,Full-Time,Other Managers,$75000-$99999,White,Burgers_Burger past 30 3-4
9262,15-17,Ontario,Male,English,French,Bachelors Degrees,Part-Time,Skilled,$75000-$99999,White,Chicken_Chicken Past 30 1-2
9263,45-49,Saskatchewan,Male,English,French,High School Graduation Certificate,Full-Time,Other,$50000-$59999,White,Burgers_Burger Past 30 1-2
9264,35-39,Ontario,Female,English,English,Masters Degrees,Full-Time,Other Managers,$75000-$99999,White,Burgers_Burger past 30 3-4
9265,20-21,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Other,$25000-$34999,White,Burgers_Burger past 30 3-4
9266,60-64,British Columbia,Male,English,English,Univ Cert/Dipl Above Bachelor Level,Full-Time,Other,$25000-$34999,Aboriginal,Burgers_Burger Past 30 1-2
9267,25-29,Ontario,Male,English,English,Elementary School Graduation Cert,Not Employed,Other Managers,$25000-$34999,White,Burgers_Burger Past 30 1-2
9268,15-17,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Other,$75000-$99999,White,Chicken_Chicken Past 30 1-2
9269,70+,Ontario,Male,English,English,Elementary School Graduation Cert,Not Employed,Other,$75000-$99999,White,Burgers_Burger Past 30 1-2
9270,45-49,Alberta,Male,English,English,High School Graduation Certificate,Full-Time,Other,$60000-$74999,White,Chicken_Chicken past 30 3-4
9271,70+,Alberta,Male,English,English,None,Not Employed,Other,$40000-$49999,Black,Chicken_Chicken Past 30 1-2
9272,30-34,British Columbia,Male,English,English,Bachelors Degrees,Not Employed,Professionals,Under $25000,White,Burgers_Burger Past 30 5+
9273,25-29,Ontario,Male,Other,English,Elementary School Graduation Cert,Full-Time,Professionals,$25000-$34999,White,Chicken_Chicken Past 30 1-2
9274,35-39,Saskatchewan,Female,Other,French,High School Graduation Certificate,Full-Time,Unskilled,$100000-$124999,South Asian (East Indian Pakistani),Burgers_Burger Past 30 1-2
