,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Id,Age,Geo,Gender,Language_Spoken,Language_Used,Education,Employed,Occupation,HH_Income,Ethnic_Background,Labels,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,label1,combination,total,label1x,label2x,label3x,label4x,label5x,label6x,label7x,label8x,label9x,label10x,label11x,label12x,bestlabelx1,bestlabelx2,bestlabelx3,bestlabel1,bestlabel2,bestlabel3,melhores,total1
1018,1209,1209,6620,6620,,7084,60-64,Quebec,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.8666666666666667,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.8888888888888888,0,1.0,,0.8666666666666667-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.8888888888888888-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
1022,1214,1214,6641,6641,,7110,22-24,Ontario,Male,French,English,High School Graduation Certificate,Not Employed,Other Managers,,,,0.3333333333333333,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.5,0.5,0.2222222222222222,0,1.0,,0.3333333333333333-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.5-0.5-0.2222222222222222-0-1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
1023,1215,1215,6646,6646,,7116,45-49,Ontario,Male,English,English,High School Graduation Certificate,Part-Time,Other,,,,0.6666666666666666,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,1.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-1.0-0.1111111111111111-0-1.0,3,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.3333333333333333,1.0
1024,1216,1216,6650,6650,,7120,55-59,Alberta,Male,English,French,Bachelors Degrees,Full-Time,Other,,,,0.8,0.0,0,0.2352941176470588,0.29411764705882354,0.0,0.0,0.1111111111111111,0,1.0,,0.8-0.0-0-0.2352941176470588-0.29411764705882354-0.0-0.0-0.1111111111111111-0-1.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,1.0,1.0
1029,1222,1222,6714,6714,,7190,25-29,Ontario,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.4,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.4-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,label6x,,,5,0,0,1.0,1.0
1030,1223,1223,6715,6715,,7191,25-29,Quebec,Female,English,English,Bachelors Degrees,Not Employed,Other,,,,0.4,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.4-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
1031,1224,1224,6737,6737,,7214,50-54,Quebec,Male,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.7333333333333333,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.7333333333333333-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
1034,1228,1228,6807,6807,,7301,55-59,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Senior Managers/Owners,,,,0.8,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.5555555555555556,0,1.0,,0.8-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.5555555555555556-0-1.0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,0.5,1.0
1039,1235,1235,6873,6873,,7371,65-69,Quebec,Male,French,English,Bachelors Degrees,Not Employed,Other,,,,0.9333333333333332,0.8888888888888888,0,0.29411764705882354,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.8888888888888888-0-0.29411764705882354-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
1041,1237,1237,6880,6880,,7379,50-54,Ontario,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.7333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.8888888888888888,0,1.0,,0.7333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.8888888888888888-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
1044,1240,1240,6889,6889,,7388,70+,Ontario,Male,French,English,Other Certificate/Diploma Not Univ,Full-Time,Other Managers,,,,1.0,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.2222222222222222,0,1.0,,1.0-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.2222222222222222-0-1.0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
1045,1241,1241,6898,6898,,7397,40-44,Ontario,Female,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.6,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,2,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.5,1.0
1046,1243,1243,6901,6901,,7400,45-49,Ontario,Male,English,English,Trade Certificate/Diploma,Not Employed,Professionals,,,,0.6666666666666666,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.8,0.5,0.4444444444444444,0,1.0,,0.6666666666666666-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.8-0.5-0.4444444444444444-0-1.0,2,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.5,1.0
1049,1248,1248,6942,6942,,7448,35-39,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other Managers,,,,0.5333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.5333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
1050,1249,1249,6966,6966,,7474,40-44,Ontario,Male,English,English,Elementary School Graduation Cert,Not Employed,Clerical/Secretarial,,,,0.6,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.5,0.0,0,1.0,,0.6-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.5-0.0-0-1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
1054,1255,1255,7015,7015,,7527,25-29,Alberta,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.4,0.0,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.4-0.0-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
1056,1257,1257,7038,7038,,7553,20-21,Quebec,Female,English,English,Other Certificate/Diploma Not Univ,Part-Time,Other,,,,0.26666666666666666,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,1.0,0.1111111111111111,0,1.0,,0.26666666666666666-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-1.0-0.1111111111111111-0-1.0,4,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.5,1.0
1057,1258,1258,7042,7042,,7557,70+,Nova Scotia,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,1.0,0.5555555555555556,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,1.0-0.5555555555555556-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,label6x,,,5,0,0,1.0,1.0
1059,1261,1261,7052,7052,,7570,60-64,Quebec,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other Managers,,,,0.8666666666666667,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.2222222222222222,0,1.0,,0.8666666666666667-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.2222222222222222-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
1061,1264,1264,7062,7062,,7582,65-69,Ontario,Male,French,English,Trade Certificate/Diploma,Not Employed,Other,,,,0.9333333333333332,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.8,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.8-0.5-0.1111111111111111-0-1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
1063,1266,1266,7064,7064,,7584,30-34,Ontario,Male,English,English,High School Graduation Certificate,Part-Time,Other,,,,0.4666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,1.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-1.0-0.1111111111111111-0-1.0,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.5,1.0
1065,1268,1268,7078,7078,,7600,70+,British Columbia,Female,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,1.0,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,1.0-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
1068,1271,1271,7089,7089,,7611,40-44,Ontario,Male,French,English,Masters Degrees,Not Employed,Other,,,,0.6,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.1,0.5,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.1-0.5-0.1111111111111111-0-1.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
1070,1273,1273,7114,7114,,7642,65-69,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Primary,,,,0.9333333333333332,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.3333333333333333,0,1.0,,0.9333333333333332-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.3333333333333333-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
1071,1274,1274,7121,7121,,7649,65-69,Ontario,Female,English,English,Masters Degrees,Not Employed,Other,,,,0.9333333333333332,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.1,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.1-0.5-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
1072,1275,1275,7129,7129,,7661,60-64,Ontario,Male,English,English,Univ Cert/Dipl Above Bachelor Level,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.8666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.8888888888888888,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.8888888888888888-0-1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,1.0,1.0
1074,1277,1277,7163,7163,,7697,45-49,Manitoba,Male,French,English,Elementary School Graduation Cert,Not Employed,Senior Managers/Owners,,,,0.6666666666666666,0.2222222222222222,0,0.29411764705882354,0.2352941176470588,0.4,0.5,0.5555555555555556,0,1.0,,0.6666666666666666-0.2222222222222222-0-0.29411764705882354-0.2352941176470588-0.4-0.5-0.5555555555555556-0-1.0,2,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.5,1.0
1075,1278,1278,7167,7167,,7701,30-34,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Skilled,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.7777777777777778,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.7777777777777778-0-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
1076,1280,1280,7169,7169,,7703,50-54,Quebec,Male,English,French,Trade Certificate/Diploma,Full-Time,Other,,,,0.7333333333333333,0.8888888888888888,0,0.2352941176470588,0.29411764705882354,0.8,0.0,0.1111111111111111,0,1.0,,0.7333333333333333-0.8888888888888888-0-0.2352941176470588-0.29411764705882354-0.8-0.0-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,label6x,,,5,0,0,1.0,1.0
1078,1282,1282,7191,7191,,7731,70+,Ontario,Female,French,English,High School Graduation Certificate,Full-Time,Other Managers,,,,1.0,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.5,0.0,0.2222222222222222,0,1.0,,1.0-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.5-0.0-0.2222222222222222-0-1.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
1083,1287,1287,7241,7241,,7791,45-49,Ontario,Male,French,English,Trade Certificate/Diploma,Full-Time,Other,,,,0.6666666666666666,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.8,0.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.8-0.0-0.1111111111111111-0-1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
1084,1288,1288,7259,7259,,7809,65-69,Manitoba,Female,English,English,Bachelors Degrees,Not Employed,Other,,,,0.9333333333333332,0.2222222222222222,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.2222222222222222-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,2,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,0.5,1.0
1087,1291,1291,7283,7283,,7835,30-34,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Professionals,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.4444444444444444,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.4444444444444444-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
1088,1293,1293,7296,7296,,7850,30-34,British Columbia,Male,English,English,Bachelors Degrees,Not Employed,Other,,,,0.4666666666666667,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
1090,1295,1295,7301,7301,,7858,19 Years,Ontario,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.2,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.2-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
1091,1297,1297,7308,7308,,7867,65-69,Quebec,Female,English,English,Elementary School Graduation Cert,Not Employed,Skilled,,,,0.9333333333333332,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.7777777777777778,0,1.0,,0.9333333333333332-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.7777777777777778-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
1097,1305,1305,7432,7432,,8008,50-54,Ontario,Male,Chinese - Mandarin,English,Bachelors Degrees,Full-Time,Other Managers,,,,0.7333333333333333,0.6666666666666666,0,0.05882352941176471,0.2352941176470588,0.0,0.0,0.2222222222222222,0,1.0,,0.7333333333333333-0.6666666666666666-0-0.05882352941176471-0.2352941176470588-0.0-0.0-0.2222222222222222-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
1098,1306,1306,7442,7442,,8022,40-44,Ontario,Female,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.6,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,0.3333333333333333,1.0
1101,1310,1310,7471,7471,,8057,70+,British Columbia,Female,English,French,Elementary School Graduation Cert,Not Employed,Other,,,,1.0,0.1111111111111111,1,0.2352941176470588,0.29411764705882354,0.4,0.5,0.1111111111111111,0,1.0,,1.0-0.1111111111111111-1-0.2352941176470588-0.29411764705882354-0.4-0.5-0.1111111111111111-0-1.0,2,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,0.5,1.0
1107,1317,1317,7545,7545,,8140,25-29,Nova Scotia,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.4,0.5555555555555556,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.4-0.5555555555555556-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
1108,1319,1319,7549,7549,,8145,40-44,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Part-Time,Other,,,,0.6,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,1.0,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-1.0-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
1113,1328,1328,7602,7602,,8206,70+,Ontario,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Skilled,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.7777777777777778,0,1.0,,1.0-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.7777777777777778-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
1116,1335,1335,7657,7657,,8265,40-44,Quebec,Female,English,English,Trade Certificate/Diploma,Full-Time,Other,,,,0.6,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.8,0.0,0.1111111111111111,0,1.0,,0.6-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.8-0.0-0.1111111111111111-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
1123,1343,1343,7734,7734,,8353,40-44,British Columbia,Female,French,English,High School Graduation Certificate,Not Employed,Other,,,,0.6,0.1111111111111111,1,0.29411764705882354,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.6-0.1111111111111111-1-0.29411764705882354-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,4,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.25,1.0
1124,1344,1344,7741,7741,,8362,30-34,British Columbia,Female,English,French,High School Graduation Certificate,Full-Time,Other,,,,0.4666666666666667,0.1111111111111111,1,0.2352941176470588,0.29411764705882354,0.5,0.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.1111111111111111-1-0.2352941176470588-0.29411764705882354-0.5-0.0-0.1111111111111111-0-1.0,3,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.3333333333333333,1.0
1128,1349,1349,7776,7776,,8403,55-59,British Columbia,Female,English,English,Elementary School Graduation Cert,Full-Time,Other Managers,,,,0.8,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.2222222222222222,0,1.0,,0.8-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.2222222222222222-0-1.0,3,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,0.3333333333333333,1.0
1131,1353,1353,7804,7804,,8436,40-44,Ontario,Female,English,English,Bachelors Degrees,Full-Time,Other Managers,,,,0.6,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.2222222222222222,0,1.0,,0.6-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.2222222222222222-0-1.0,4,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,0.5,1.0
1135,1358,1358,7877,7877,,8526,35-39,Ontario,Male,French,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.5333333333333333,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.5333333333333333-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
1136,1360,1360,7913,7913,,8568,25-29,Quebec,Male,English,English,Bachelors Degrees,Full-Time,Unskilled,,,,0.4,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.0,1.0,0,1.0,,0.4-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.0-1.0-0-1.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,label6x,,,5,0,0,1.0,1.0
1137,1362,1362,7929,7929,,8588,25-29,Quebec,Female,English,French,Bachelors Degrees,Full-Time,Other,,,,0.4,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.0,0.0,0.1111111111111111,0,1.0,,0.4-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.0-0.0-0.1111111111111111-0-1.0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,0.5,1.0
1138,1363,1363,7951,7951,,8616,30-34,Quebec,Male,English,Arabic,Univ Cert/Dipl Above Bachelor Level,Not Employed,Other,,,,0.4666666666666667,0.8888888888888888,0,0.2352941176470588,0.0,0.0,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.8888888888888888-0-0.2352941176470588-0.0-0.0-0.5-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
1140,1365,1365,7954,7954,,8621,60-64,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,0.8666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.8888888888888888,0,1.0,,0.8666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.8888888888888888-0-1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
1141,1366,1366,7965,7965,,8633,65-69,Quebec,Male,French,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.9333333333333332,0.8888888888888888,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.8888888888888888-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,2,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,0.5,1.0
1146,1372,1372,8009,8009,,8688,55-59,Ontario,Male,French,English,Other Certificate/Diploma Not Univ,Not Employed,Unskilled,,,,0.8,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,0.5,1.0,0,1.0,,0.8-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-0.5-1.0-0-1.0,4,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,0.5,1.0
